movie_id,genre_id
32093,18
1939,18
22292,14
3598,12
3598,14
3598,18
3080,10402
1712,28
1712,18
220,18
3529,80
3085,18
2897,12
2897,10751
2897,14
1585,18
1585,10751
1585,14
3083,18
43795,18
85638,18
43905,18
22688,14
23114,18
23114,10751
26378,80
26378,18
40206,10402
260,28
43488,18
22613,28
22613,12
488,12
22733,28
22733,12
22733,80
22733,18
261,18
57575,18
32574,18
22657,18
22657,28
176841,10402
125587,18
39448,28
52855,18
39940,18
85328,18
124632,99
124632,10751
11076,28
11076,12
11076,18
11076,10751
63945,18
58985,18
58985,10402
890,18
10861,28
10861,12
1770,18
44465,18
2033,18
18203,18
9333,28
9333,80
9333,18
47260,28
47260,18
9400,18
9400,28
9400,80
9401,80
12241,80
11306,18
9625,28
9625,12
9625,80
9625,18
10680,28
10680,18
10680,10751
6346,80
6346,18
18660,10751
35115,28
35115,12
35115,10751
14821,12
14821,14
14821,10751
14136,10751
14136,14
10869,10751
10869,14
22660,12
22660,18
19186,10751
31102,12
6878,12
6878,18
6878,10751
15944,10751
18444,12
18444,10751
20723,18
20723,10751
173,12
173,18
24795,14
24795,18
24795,10751
11224,10751
11224,14
11224,16
81310,16
81310,10751
81310,10402
15947,16
15947,10751
15947,10402
9078,16
9078,10751
29682,16
29682,18
29682,10751
8367,12
433,10751
433,14
11360,16
11360,10751
11114,14
11114,16
11114,10751
12335,12
12335,14
12335,16
12335,10751
12335,10402
12092,16
12092,12
12092,10751
12092,14
10948,12
10948,16
10948,18
10948,10751
11229,18
15121,18
15121,10751
15121,10402
562,28
48862,18
117036,99
47199,18
11159,18
9591,18
30500,18
41843,18
10938,18
11412,80
11412,28
10586,12
42314,99
27845,18
108365,18
23223,80
23223,18
49471,18
38153,28
25147,18
9716,10402
43777,18
454,18
819,80
819,18
38191,18
56830,18
11238,12
11238,16
11238,10751
31530,10402
66473,10402
28120,80
28120,18
1834,80
1834,18
26282,12
26282,18
37218,18
37218,28
252,10751
252,14
623,80
12614,10402
21711,18
11575,12
475,80
475,18
11331,12
11331,18
521,80
88,18
88,10402
500,80
792,18
792,28
10537,18
10537,10402
11386,80
11386,18
9504,80
9504,18
15764,18
601,12
601,10751
601,14
25842,14
25842,18
25842,10751
2119,12
744,28
136311,28
221,18
702,18
17642,99
146341,80
146341,18
9305,99
21612,80
21612,18
102461,18
36998,18
200383,28
200383,12
200383,18
116844,18
1630,18
124837,99
11816,18
11843,80
10379,14
10379,10751
2756,12
2756,28
1103,28
11298,18
4480,18
4481,18
49688,18
762,12
762,14
44497,18
278621,18
99479,18
55049,80
124829,99
79306,99
10548,99
531,16
531,10751
104931,99
4483,80
4483,18
18919,16
18919,18
18919,14
31556,18
26167,80
26174,80
61461,18
117500,18
659,18
30892,18
86369,18
8074,18
124676,18
41326,99
36555,28
10608,18
11216,18
7452,80
7452,18
892,14
1600,18
26561,18
975,18
18129,80
18129,18
409,18
10161,18
1412,18
41768,18
10409,18
14285,99
14285,80
2469,80
2469,18
10174,99
10174,10402
31225,99
510,18
1891,12
1891,28
2493,12
2493,10751
2493,14
85,12
85,28
679,28
13446,18
389,18
947,12
947,18
185,18
595,80
595,18
28,18
1892,12
1892,28
144,18
144,14
769,18
769,80
348,28
766,14
175,12
175,18
11645,28
11645,18
10835,28
10835,80
10835,18
539,18
525,10402
525,28
525,80
240,18
240,80
600,18
530,12
530,16
530,10751
10705,18
10705,28
279,18
279,10402
3109,18
311,18
311,80
1578,18
703,18
9549,18
1398,18
387,28
387,18
387,12
9277,80
9277,18
343,18
37291,18
490,14
490,18
11235,18
218,28
18971,18
696,18
379,18
379,80
207,18
37247,18
1480,18
1480,80
9322,28
826,18
422,14
422,18
829,80
829,18
828,18
3090,28
3090,12
3090,18
9964,28
235,80
235,18
832,18
832,28
832,80
765,14
5925,12
5925,18
11778,18
4485,28
4485,18
4485,10402
137,14
137,18
8428,10402
8428,18
212,80
105,12
105,10751
1633,18
11202,18
1554,80
1554,18
149,16
8009,12
8009,28
8009,14
903,80
903,18
11673,18
339,18
10404,18
756,16
756,10751
756,10402
910,80
910,18
2640,18
16633,18
16633,14
665,28
665,12
665,18
11031,10402
11314,99
11314,10402
15143,18
89,12
89,28
10322,18
783,18
11257,18
12104,10402
625,18
8816,18
830,12
830,28
2323,18
2323,14
983,12
983,18
642,18
642,80
655,18
10341,18
10341,28
639,18
30180,99
30180,10402
31388,10751
41801,18
66034,18
66034,28
66034,80
96288,99
8077,28
11449,18
49126,14
49126,18
32076,80
32076,18
9529,18
1598,80
11349,18
6217,18
6217,14
653,14
31640,80
31640,18
8744,80
8744,18
25189,18
145,18
2212,28
2212,18
199,28
199,12
7863,18
12498,18
9279,10751
53234,18
17204,99
17204,18
21539,14
21539,18
21539,10751
85589,18
12709,18
20539,18
11674,10751
199512,18
64900,18
1573,28
152,12
174,28
174,12
172,28
172,12
154,28
154,12
157,28
157,12
168,12
364,28
364,14
11967,80
11967,28
11967,12
11967,18
9086,12
9037,18
9037,10751
9037,10402
10173,28
55687,28
168535,18
8845,28
46681,28
578,12
17795,18
75,14
13891,18
9390,18
378,80
10896,18
2322,80
2322,18
41240,18
26949,18
9819,18
49799,18
31908,18
46027,18
46027,80
3179,16
1802,18
4232,80
9361,28
9361,12
9361,18
2928,18
2928,14
30285,18
30285,10751
10549,18
58102,18
18451,18
49935,80
49935,18
8818,18
